"","AREA_HUC12","LAND_PCT_HUC12","WATER_PCT_HUC12","RIPARIAN_ZONE_PCT_HUC12","HYDROCONNECTED_ZONE_PCT_HUC12","HYDROACTIVE_ZONE_PCT_HUC12","FLOW_ACCUMULATION_MEAN_HUC12","STREAMLENGTH_NHD_MEDRES_HUC12","WATERBODYAREA_NHD_MEDRES_HUC12","SLOPE_MEAN_HUC12","Average.Annual.Temperature","ATEMP_SUMMER_HIST_HUC12","Average.Annual.Precipitation","PRECIP_SUMMER_HIST_HUC12","Average.Annual.Surface.Runoff","RUNOFF_SPRING_HIST_HUC12","SNOW_EQ_MARCH_HIST_HUC12","Average.Annual.Evaporative.Deficit","FOREST_PCT_HUC12","FOREST_DECIDUOUS_PCT_HUC12","FOREST_EVERGRN_PCT_HUC12","Pct.Mixed.Forest","WETLANDS_PCT_HUC12","WETLANDS_CHG_PCT_HUC12","WETLANDS_HERB_PCT_HUC12","WETLANDS_WOODY_PCT_HUC12","WOODY_VEG_PCT_HUC12","SHRUB_PCT_HUC12","GRASSLAND_PCT_HUC12","OPENWATER_PCT_HUC12","BARREN_PCT_HUC12","IMP_COV_STREAMLGTH_05PCT_HUC12","IMP_COV_LAKESHORE_05PCT_HUC12","IMP_COV_ALLWATERS_05PCT_HUC12","CANOPYCOVER_PCT_MEDIAN_HUC12","SOILSTABILITY_HUC12","URBAN_PCT_HUC12","AG_PCT_HUC12","CROP_PCT_HUC12","PASTURE_PCT_HUC12","ROADS_ALL_DENSITY_HUC12","TRAFFIC_DENSITY_HUC12","IMP_COV_PCT_HUC12","N_MANURE_APP_HUC12","N_SYNTH_FERT_APP_HUC12","P_MANURE_APP_HUC12","P_SYNTH_FERT_APP_HUC12","P_AG_BALANCE_HUC12","N_DEP_TOTAL_HUC12","N_OX_WETDEP_HUC12","N_OX_DRYDEP_HUC12","N_OX_TOTALDEP_HUC12","N_RED_WETDEP_HUC12","N_RED_DRYDEP_HUC12","N_RED_TOTALDEP_HUC12","SLF_WETDEP_HUC12","SLF_DRYDEP_HUC12","SLF_TOTALDEP_HUC12","TILE_DRAINAGE_PCT_HUC12","Suspended.Solid.Yield","SOIL_ERODIBILITY_HUC12","SOIL_RUNOFF_HIGH_PCT_HUC12","SOIL_RUNOFF_LOW_PCT_HUC12","Eutrophic","Lat","Long","Eutrophic_num","index"
"2294",52760700,67.32,32.68,67.53,43.99,72.39,1883.640015,13.33,9.52,2.1273799,12.93,20.21,752.92,652.84,186.11,84.87,5.6,83.3,15.87,7.07,0.59,8.2,20.05,1.91,16.96,3.1,19.44,0.47,1.43,12.35,0.6,90.12,71.57,75.88,0,0.78,12.16,37.07,11,25.73,2.74,2280,4.22,14.60063457,22.83688927,8.495870763,4.909380866,5.473914743,12.047706,1.727952093,1.766747376,3.494699265,3.797473073,4.755533662,8.553007058,1.629545101,0.830363301,2.459908402,4.9,46.4,0.22,0.06,56.29,"Yes",2477703.634,79995.67064,1,2
"2295",66849300,55.27,44.73,67.39,57.02,74.36,1083.859985,0.04,25.76,1.63407,12.92,20.18,753.34,654.05,171.21,77.72,5.22,67.95,14.81,8.14,0.2,6.47,4.96,0.03,3.71,1.25,16.6,0.55,0.5,39.78,0.05,0,70.64,70.58,0,0.75,8.05,31.31,20,10.96,2.11,2146,3.17,12.66658592,19.81184006,7.509713612,4.355429945,4.838530765,12.57398318,1.756476635,1.863957458,3.620433167,3.912101602,5.04144841,8.953550048,1.644122388,0.834970606,2.479092994,6.3,1.9,0.25,2.45,28.81,"Yes",2473150.193,85510.22959,1,1
"2296",67299300,76.16,23.84,45.29,47.24,61.65,371.131012,8.74,11.58,1.48905,12.97,20.12,731.97,634.98,144.68,68.1,3.63,65.77,5.15,4.92,0.01,0.22,7.69,0.52,6.41,1.28,6.56,0.13,0.19,16.16,0.02,85,82.85,83.13,0,0.71,5.43,65.24,60,5.01,2,960,1.571,12.71990013,44.27761078,5.755717754,9.789654481,2.088091633,11.52227512,1.694393968,1.89445638,3.588850348,3.483491398,4.449932544,7.933423943,1.663842272,0.844130065,2.507972337,15.1,1,0.29,0,2.71,"Yes",2445379.808,131143.0189,1,1
"2297",122425200,90.07,9.93,29.34,46.36,56.75,454.1059875,43.36,6.48,1.42748,12.96,20.08,747.11,646.7,154.51,72.25,3.64,57.85,2.94,2.79,0.02,0.14,4.43,0.67,3.58,0.85,3.87,0.07,0.17,4.56,0.04,84.69,89.38,86.71,0,0.71,7.99,79.8,73,6.43,1.79,1770,3.109,6.348457813,36.68677139,3.252830112,9.854294595,-1.1843679,11.5919382,1.819733705,1.898763232,3.718496936,3.679099674,4.194341061,7.873441121,1.785283344,0.90616473,2.691448074,3.6,64.5,0.29,0,7.33,"Yes",2452325.864,141327.8712,1,5
"2298",119402100,86.99,13.01,32.74,65.6,75.34,371.1430054,55.22,7.7,0.883005,12.89,20.1,732.15,638.9,145.99,67.03,3.99,64.33,2.41,1.93,0.02,0.47,5.51,0.66,4.61,0.91,3.35,0.03,0.13,6.19,0.13,86.25,92.74,89.17,0,0.7,3.42,82.18,79,3.1,1.17,351,0.775,31.78687477,50.89807129,18.52175937,11.17274509,11.93957471,12.55743199,1.666505173,1.56142321,3.22792765,3.748865606,5.580638001,9.329503451,1.556087845,0.779377935,2.33546578,20,65.9,0.3,0.21,4.52,"Yes",2450061.324,93566.09322,1,1
"2299",136773000,88.26,11.74,36.18,50.85,63.53,430.3540039,81.57,6.08,1.08427,12.99,20.07,751.51,656.46,155.14,69.82,2.68,55.93,3.06,2.99,0.01,0.06,6.46,0,5.36,1.1,4.2,0.04,0.06,3.76,0.04,85.92,82.25,84.94,0,0.7,7.11,79.48,74,5.58,1.99,1380,2.494,3.693432808,50.33511734,1.990338252,11.383628,-3.242537436,11.16059534,1.72403691,1.984638513,3.70867542,3.499353208,3.952566166,7.451919635,1.722645468,1.003100935,2.725746403,17.3,71,0.3,0.12,1.8,"Yes",2441476.471,152471.7175,1,2
"2301",94695300,75.87,24.13,52.41,49.79,69.25,339.1159973,18.07,14.96,1.78816,13.63,20.65,820.61,709.63,204.21,84.1,2.41,49.26,10.91,8.12,1.13,1.66,11.02,-0.69,8.33,2.7,13.64,0.03,0.49,12.79,0.01,56.73,56.56,56.59,0,0.77,60.69,4.05,1,3.29,6.94,9076,22.968,0.10638015,3.429464817,0.032132674,3.094469857,3.014144569,14.09957383,2.111722558,4.805331913,6.917053654,3.857131009,3.325388368,7.182519363,2.244786033,1.973811642,4.218597661,0,27.9,0.23,0,31.48,"No",2457087.431,229369.4694,0,5
"2302",129881700,75.58,24.42,60.47,57.25,77.42,9170.849609,52.64,9.05,1.0736901,12.72,19.74,808.81,697.93,220.3,88.58,4.82,40.07,18.34,15.58,1.9,0.86,20.14,0.27,15.04,5.1,23.65,0.2,0.61,4,0.03,87.57,84.29,86.16,0,0.81,11.64,45.04,32,13.52,3.02,2141,3.099,0.502269387,23.60666084,0.393211463,3.527631589,-1.078209809,10.04994248,1.926187835,2.443519515,4.369707351,3.678291023,2.001944021,5.680235044,1.999829213,0.988533688,2.988362782,2.1,35.7,0.19,0,83.32,"Yes",2502825.168,209593.2073,1,3
"2303",92937600,86.75,13.25,50.68,36.57,63.12,334.4679871,109.21,1.52,2.71157,12.49,19.74,596.77,522.26,81.75,40.46,5.48,110.84,8.76,8.51,0,0.25,8.27,0.89,8.26,0.01,8.85,0.07,36.49,1.69,0.12,94.89,98.86,95.58,0,0.68,2.33,42.26,24,17.91,0.74,15,0.219,0.768999875,31.2575531,0.66714576,6.80188324,-0.010977603,8.374976978,1.439562738,1.598848818,3.038411559,2.813276481,2.523289862,5.336566346,1.340665359,0.761880821,2.102547133,0,57.6,0.32,0,0.26,"No",2533614.127,-97186.24187,0,4
"2304",134075700,78.51,21.49,47.08,69.41,84.31,337.9049988,17.84,8.7,0.694518,12.82,20.06,601.85,525.07,79.79,40.37,4.61,114.88,0.27,0.25,0,0.02,7.3,-0.24,7.3,0.01,0.28,0,0.7,13.87,0.13,91.47,91.52,91.5,0,0.67,3.29,74.44,72,2.71,1.08,190,0.578,0.493700206,44.61572266,0.7967968,11.70237111,-3.039554376,8.508160856,1.351047258,1.505131159,2.856178464,2.949384278,2.702598205,5.651981746,1.336411581,0.818776658,2.155188138,11.7,67.1,0.33,0.11,0.08,"Yes",2508365.525,-46535.31988,1,4
"2305",293371200,74.08,25.92,46.39,63.13,74.82,7534.569824,76.23,51.13,1.35914,12.99,20.19,595.25,522.19,75.16,37.8,3.74,121.45,2.88,2.31,0,0.57,7.57,0.11,7.27,0.3,3.23,0.05,1.3,17.66,0.11,91.82,76.62,82.4,0,0.64,5.1,65.33,53,12.1,1.53,359,0.953,0.688174903,42.37444687,0.737607595,10.36552185,-1.404651161,8.972201523,1.394412846,1.608237288,3.002650598,3.275512911,2.694038113,5.969551081,1.499610685,1.029263704,2.52887398,7.5,55.6,0.36,0.92,1.7,"Yes",2493010.776,-48895.27257,1,5
"2306",101409300,83.25,16.75,59.25,41.8,70.93,563.3369751,83.39,5.71,1.57622,12.64,19.68,635.49,555.43,102.39,51.78,5.42,95.42,0.42,0.4,0,0.02,7.46,0.05,7.41,0.05,0.47,0,42.08,7.02,0.01,94.89,96.92,95.45,0,0.67,3.01,40,26,14.28,1.14,1399,0.413,0.587023079,15.77472782,0.439894454,4.641297473,0.458077543,9.386317035,1.369444107,1.655946567,3.025390253,3.121167761,3.23975902,6.360926394,1.249271332,0.824837996,2.074109046,0.4,36.2,0.33,0,3.81,"Yes",2435285.662,-54552.84641,1,3
"2307",56790900,77.61,22.39,44.42,66.54,77.12,339.7170105,22.28,5.92,0.596905,12.32,19.52,646.8,562.37,105.26,52.47,6.27,86.83,0.59,0.59,0,0,10.72,0.01,10.69,0.03,0.62,0,0.13,10.75,0.02,84.39,90.5,88.46,0,0.67,4.35,73.44,73,0.24,1.33,333,0.664,2.187397957,44.47709274,2.39690138,15.7794644,0.751777316,10.68396833,1.422429286,1.460002494,2.88243201,3.257126323,4.544409488,7.801536811,1.293566515,0.698749452,1.992315967,0,58.9,0.33,0,0,"Yes",2503752.699,-4510.277796,1,3
"2308",100641600,72.79,27.21,50.48,69.5,81.66,337.0769958,38.16,12.11,0.793069,12.34,19.47,631.6,545.68,96.58,49.25,5.9,101.25,0.96,0.95,0,0.01,12.34,-0.76,12.23,0.11,1.07,0,1.2,14.31,0.03,91.64,93.98,93.06,0,0.69,3.64,67.53,66,1.31,1.32,81,0.412,1.859654427,39.88491821,2.060961538,12.01063344,-0.428307485,9.940674729,1.405431279,1.531007804,2.936439304,3.346093691,3.658141738,7.004236421,1.334846911,0.751415397,2.086262308,12,86.7,0.31,13.35,0.1,"Yes",2487630.592,-12398.55481,1,3
"2309",61491600,85.39,14.61,34.73,56.27,67.96,284.2390137,34.14,3.29,0.849601,12.37,19.54,638.52,553.08,99.64,50.5,6.07,94.88,0.8,0.8,0,0,8.05,-0.36,8.04,0.01,0.82,0,0.31,5.82,0.01,93.66,97.52,94.81,0,0.7,3.22,81.79,81,0.96,1.1,81,0.264,3.77376914,50.4696579,3.220998181,17.08003748,1.222176801,10.51316817,1.413790691,1.478237611,2.892028708,3.274880906,4.34625856,7.621140426,1.310607357,0.710602876,2.021210233,1.5,74.6,0.3,0.92,0.02,"Yes",2494041.595,-6291.123222,1,5
"2310",83527200,86.96,13.04,45.13,39.34,62.34,999.552002,103.53,2.44,1.79484,13.3,20.32,668.21,567.8,117.68,61.11,5.45,99.06,1.6,1.53,0,0.07,5.96,0.08,5.82,0.14,1.74,0,4.12,3.69,0.02,91.76,67.1,88.98,0,0.68,5,79.61,60,19.2,1.53,445,0.771,2.140957594,44.88173294,2.083454086,14.40137984,2.210851559,9.937963549,1.502085046,1.745348159,3.247433829,3.225824348,3.464705372,6.690530343,1.397477189,0.916378033,2.313855222,20.1,76,0.32,0.1,3.35,"Yes",2414345.88,-28779.15657,1,3
"2311",103832100,85.05,14.95,54.47,32.82,63.41,594.4190063,79.74,2.36,2.1521399,12.71,19.73,649.47,563.19,112.47,58.21,5.45,95.79,0.93,0.85,0.01,0.07,10.3,-0.14,10.24,0.06,0.99,0,38.07,2.91,0.01,96.04,99.12,96.94,0,0.68,2.42,45.36,22,23.19,0.97,378,0.211,0.728332579,19.55513954,0.551685094,5.747565108,0.507026729,9.580158053,1.415923023,1.683592532,3.099515556,3.240698841,3.239943656,6.480642497,1.325000006,0.87784236,2.202843104,0.4,60.1,0.32,0,9.92,"Yes",2424768.401,-46758.15929,1,1
"2312",118378800,89.76,10.24,37.65,33.64,53.66,1248.369995,108.29,3,2.0360899,12.99,19.96,675.86,585.91,121.2,60.36,4.15,85.83,1.02,0.92,0,0.1,4.12,-0.08,4.09,0.02,1.04,0,9.09,3.34,0.16,90.6,86.2,89.93,0,0.65,4.76,77.51,64,13.04,1.62,307,1.04,2.217908859,33.26453018,1.844492293,8.605307334,-4.02531635,10.71034482,1.46755006,1.763653854,3.231203722,3.403292546,4.07584855,7.479141381,1.545870124,0.956217481,2.502087798,1.5,89.3,0.35,2.52,3.38,"Yes",2390173.329,-18710.13159,1,5
"2313",70945200,66.31,33.69,61.07,47.91,69.92,155.2819977,10.03,16.24,1.68996,12.68,19.9,741.44,645.4,159.83,70.89,5.17,62.91,7.56,3.8,0.69,3.07,7.86,0.05,6.75,1.1,8.96,0.3,0.64,25.64,0.78,81.94,93.43,92.27,0,0.75,6.16,51.06,31,19.6,1.84,1534,1.972,20.47811699,32.02987671,12.15322015,7.017664917,7.830355806,12.31752832,1.67765005,1.72470215,3.402351984,3.790909403,5.124266922,8.915176077,1.623564392,0.974257866,2.597821994,9.9,8.2,0.25,0.15,12.33,"Yes",2468208.093,73660.17998,1,2
"2314",46704600,90.79,9.21,25.14,57.01,65.1,1410.48999,21.55,2.24,1.09492,13.36,20.5,699.65,606.16,124.28,61.94,3.59,83.18,2.31,1.8,0.12,0.39,2.92,0.42,2.84,0.08,2.39,0,0.76,4.98,0.07,88.67,94.19,91.21,0,0.7,4.55,84.41,82,2.02,1.49,397,0.865,2.52110076,52.0982399,2.460193134,16.74781949,2.618103394,9.770736347,1.348979146,1.610669558,2.959648704,2.99819344,3.812894203,6.811087382,1.337054788,0.710466048,2.047521476,27.1,56.7,0.3,0,0.07,"Yes",2410570.581,38093.96339,1,3
"2315",107908200,85.13,14.87,43.09,38.03,58.28,2346.629883,36.84,7.41,1.98466,11.76,19.07,646.34,568.88,108,50.53,6.33,77.78,6.14,6.02,0.04,0.08,7.14,-0.27,6.56,0.58,6.76,0.05,0.59,7.46,0.06,91.22,92.13,91.83,0,0.68,6.36,72.21,64,8.29,1.94,2749,2.027,5.173255444,21.43205833,2.372669904,6.303022208,-1.248718352,9.16316133,1.505674118,1.650635752,3.15630987,3.14654909,2.860302361,6.006851457,1.299375498,0.840572865,2.139948255,0,86.5,0.32,11.59,0.55,"No",2555073.868,25881.77718,0,1
"2316",155625300,84.85,15.15,40.97,35.69,55.18,3006.159912,84.67,8.91,1.96207,11.98,19.27,651.15,571.55,108.36,51.36,6.24,77.24,1.91,1.79,0.03,0.09,6.08,0.15,5.62,0.45,2.38,0.02,0.54,8.01,0.07,92.71,92.78,92.75,0,0.67,4.67,78.71,69,9.32,1.53,494,1.175,2.9852705,36.49753189,1.693138823,13.41707791,1.189642993,9.397940042,1.444552705,1.659426124,3.103978829,3.051696686,3.24226483,6.293961214,1.236757763,0.801244632,2.038002173,0,146.2,0.33,0.01,4.32,"No",2536411.508,19316.43827,0,2
"2317",106575300,77.66,22.34,54.22,39.43,64.35,1619.329956,37.63,8.07,2.1745501,12.41,19.62,675,591.13,127.24,60.59,4.67,82.01,7.69,6.14,0.19,1.36,15.19,0.31,13.4,1.79,9.56,0.08,1.1,6.93,0.06,94.32,88.11,90.93,0,0.74,3.3,65.66,38,27.24,1.25,215,0.714,1.974370241,34.22241592,1.489753985,6.302652981,-2.963105518,9.559955396,1.417140251,1.588259994,3.005400023,3.024523534,3.530031502,6.554555151,1.265641627,0.777988963,2.043630436,0,83.3,0.26,0,33.33,"No",2500636.785,52811.4561,0,5
"2318",152752500,79.8,20.2,46.45,51.69,66.85,4810.740234,73.95,11.05,1.30911,12.81,20.05,687.54,598.88,129.5,61.83,4.27,86.38,1.12,0.6,0.04,0.48,17.87,0.54,16.99,0.89,2.06,0.05,0.84,1.67,0.4,95.15,94.84,95.08,0,0.69,3.17,74.87,61,14.1,1.17,385,0.762,7.546442986,50.2616806,5.038814442,13.60062143,1.862378506,10.25307468,1.43636318,1.537171398,2.973534131,3.18336909,4.096171032,7.279540428,1.332268995,0.74759426,2.079863254,5.1,157.4,0.31,0,12.27,"Yes",2486932.783,41735.33337,1,5
"2319",123162300,75.68,24.32,54.28,45.4,67.11,486.3989868,39.7,19.34,1.71321,12.65,19.89,715.41,622.54,148.06,69.73,5.14,74.22,12.53,5.36,0.53,6.63,6.65,0.49,5.75,0.9,13.77,0.35,0.68,16.59,0.08,89.4,81.59,84.17,0,0.73,4.44,58.69,44,15.05,1.53,476,1.059,21.74168205,35.27472305,13.1424113,7.91428392,8.447916443,11.29348629,1.588795887,1.659744437,3.248540324,3.452997949,4.59194789,8.044945838,1.485565989,0.831485072,2.317051061,12.2,32.3,0.27,0.66,11.05,"Yes",2481630.743,66676.30904,1,1
"2320",108265500,79.35,20.65,42.33,42.12,58.84,426.8340149,31.62,16.13,2.00721,13.56,20.59,789.12,680.07,180.75,84.5,3.88,55.73,6.1,5.68,0.04,0.38,6.1,0.28,5.48,0.62,6.83,0.11,0.33,13.72,0.38,87.22,77.56,80.52,0,0.7,7.21,66.05,58,7.65,1.93,1048,1.987,4.210649014,45.36578369,3.575379929,4.138478495,-6.715621042,12.77968445,1.863193813,1.884133749,3.747327719,3.975195536,5.057161206,9.032356742,2.064483424,0.891945261,2.956429214,36.2,54.7,0.3,2.63,1.53,"Yes",2365484.902,169258.1098,1,5
"2321",39567600,83.71,16.29,23.95,60.39,66.07,393.2739868,2.1,4.44,0.951849,13.55,20.53,796.64,689.88,186.47,86.81,3.39,59.8,0.22,0.09,0.01,0.12,4.45,0.16,1.48,2.97,3.21,0.03,1.32,11.71,0.05,86.02,86.09,86.09,0,0.68,5.02,77.21,77,0.3,1.6,258,0.959,7.082840443,66.25193024,5.510376374,13.51254691,0.636086032,13.80462816,1.891329814,1.73300036,3.624331055,3.804232358,6.37606563,10.18029799,1.996070433,0.824315077,2.820385391,36.5,21,0.32,0,0.64,"Yes",2280208.375,121408.6655,1,1
"2322",80901900,86.64,13.36,24.62,53.89,61.79,1130.729981,12.69,7.68,1.26038,13.42,20.38,807.45,694.66,196.51,92.57,4.07,59.98,0.56,0.28,0.01,0.27,3.7,0.06,1.55,2.15,2.72,0.01,1.52,9.33,0.06,78.5,61.62,64.39,0,0.68,15.19,69.62,68,1.83,2.57,1453,5.105,6.741164207,60.67047882,4.996436095,9.558334646,-2.208526742,13.8531714,1.855609848,1.675939538,3.531549477,3.893353408,6.428267899,10.32162202,1.980916903,0.832878503,2.81379539,43.2,91.6,0.32,0,1.6,"Yes",2291077.467,121138.356,1,3
"2323",95848200,85.22,14.78,30.6,70.46,78.42,1370.319946,52.77,7.25,0.798656,13.67,20.75,798.49,693.65,186.98,85.08,3.62,57.39,0.29,0.27,0,0.01,6.77,0.13,2.66,4.11,4.4,0,1.12,6.93,0.05,85.76,87.76,86.5,0,0.69,4.51,80.33,80,0.37,1.29,228,0.971,4.143260956,58.73704529,3.85862879,12.62776623,-3.990351204,12.47237695,1.827157259,1.736619104,3.563776363,3.728218341,5.180382244,8.908600585,2.006834849,0.786979127,2.79381395,11,224.7,0.31,8.02,0.4,"Yes",2316108.187,157315.843,1,1
"2324",62714700,73.2,26.8,47.42,48.02,63.05,338.0190125,13.72,12.62,1.73048,13.42,20.45,831.73,709.02,218.19,102.17,5.51,47.86,5.1,4.78,0.01,0.3,8.78,0.66,7.99,0.78,5.9,0.02,0.19,17.42,0.03,90.83,88.43,89.01,0,0.7,5.25,63.23,56,6.91,1.69,1376,1.444,8.813067436,46.53433228,4.212899939,10.21947135,-2.308263009,13.13744287,1.856258454,1.894112778,3.750371598,3.960377282,5.426693993,9.387071275,2.119433098,0.930469068,3.049902453,28.8,41.7,0.3,0.64,2.49,"Yes",2355798.968,183116.053,1,1
"2325",57933900,83.46,16.54,35.26,56.72,67.75,434.2130127,22.3,6.95,1.1968,13.52,20.55,806.77,691.72,194.23,90.97,4.37,51.55,2.31,2.26,0,0.05,10.29,0.2,8.72,1.57,3.89,0,1.23,5.34,0.02,78.91,88.96,83.51,0,0.7,9.71,71.09,68,2.68,2.02,2913,3.474,7.345077515,51.4155426,5.645409408,6.405064461,-5.314404142,13.449754,1.891228872,1.96392941,3.855158297,4.019612807,5.574983511,9.594596317,2.114260822,0.907437488,3.02169928,22.3,83.9,0.3,12.15,0,"Yes",2355277.706,169884.414,1,2
"2326",120852900,82.05,17.95,45.21,53.17,68.54,320.0320129,27.68,16.78,2.02841,13.36,20.38,783.24,675.5,177.53,79.95,3.21,57.37,9.57,8.74,0.02,0.81,8.46,-0.59,7.65,0.81,10.55,0.17,0.89,9.11,0.31,78.45,45.16,54.12,0,0.73,34.02,37.47,25,12.83,3.88,5221,14.461,3.023562431,22.89268684,1.248849392,4.609519827,-0.85522296,11.58660921,1.787308921,2.864889269,4.652198679,3.463633888,3.470776636,6.93441053,1.897069202,1.642806648,3.539875361,3.6,18.8,0.27,0.3,21.74,"Yes",2416458.025,200515.8731,1,4
"2327",121951800,92.21,7.79,29.3,60.7,72.65,393.6579895,10.02,5.37,1.3618,11.88,18.72,825.3,691.04,296.22,124.26,14.39,34.37,66.79,14.87,31.73,20.19,4.29,0.11,0.41,3.88,84.17,13.5,5.28,3.37,0.12,90.16,86.44,86.98,58,0.84,5.42,1.24,0,0.95,1.88,223,0.889,0.007955602,0.024007026,0.002623006,0.002697899,-0.005142585,7.970165987,1.675887164,1.855594272,3.531481861,3.60061403,0.838069921,4.4386836,1.822432082,0.860207051,2.682639132,0,1,0.16,0,95.5,"No",2608221.197,340919.886,0,5
"2328",140330700,87.46,12.54,40.75,44.34,63.78,654.335022,21.28,5.34,1.80437,11.93,18.8,802.72,680.24,275.99,115.7,12.48,34.83,69.14,27.43,13.52,28.18,9.61,0.11,0.61,9,88.55,10.41,3.3,2.83,0.03,96.57,91.11,92.9,60,0.83,4.02,0.66,0,0.55,1.48,254,0.508,0.002186977,0.015308838,0.000245022,0.001734938,-0.005313006,8.081848595,1.784954768,1.752447731,3.537402499,3.70715025,0.837295349,4.544445636,1.911134252,0.814355454,2.725489705,0,20.6,0.17,0,94.43,"No",2599555.538,332582.6594,0,2
"2329",87150600,74.81,25.19,59.03,45.08,68.25,376.8819885,28.04,11.62,1.98034,12.41,19.29,794.25,681.69,237.95,94.39,5.57,45.16,39.78,32.66,0.98,6.15,10.62,0.22,1.41,9.21,49.38,0.39,0.64,14.22,0.25,83.17,75.71,79.01,29,0.77,8.07,26.03,12,13.76,1.78,1607,2.134,1.382468939,8.018320084,0.717199524,1.130733443,-0.64998116,9.464476415,1.880354509,1.893968546,3.774323055,3.779659657,1.910493562,5.690153116,1.884740155,0.909725586,2.794465611,0,5.9,0.23,0.05,22.48,"Yes",2534242.466,319592.1711,1,3
"2330",105643800,67.53,32.47,68.47,50.77,77.82,3022.77002,26.5,20.22,1.7505701,12.35,19.27,794.92,678.77,243.93,102.53,7.56,43.45,53.92,35.01,3.78,15.13,22.12,0.15,5.4,16.73,71.7,1.05,1.31,10.23,0.05,97.22,91.25,92.79,56,0.82,4.31,7.02,4,3.29,1.82,308,0.532,0.230427146,1.920226216,0.100448405,0.313007259,-0.228311031,8.822670763,1.947000239,1.895236742,3.84223698,3.658452774,1.321981009,4.980433783,1.940252198,0.764116026,2.70436917,0,39.9,0.18,0.29,83.38,"No",2550394.039,299509.2751,0,2
"2331",55108800,62.55,37.45,76.93,54.99,83.86,2238.139893,14.21,9.8,1.4755,12.42,19.34,800.42,683.73,245.68,102.62,7.21,45.59,49.45,30.84,4.14,14.46,23.33,0.47,4.03,19.3,69.13,0.38,0.35,14,0.05,95.82,87.46,89.91,53,0.8,5.74,6.7,1,5.31,1.79,814,1.102,0.202933103,1.69110918,0.08726039,0.265448719,-0.198335749,8.700180375,1.854322546,1.918444562,3.772767108,3.488917118,1.438496149,4.927413267,1.826203378,0.783037576,2.609241396,0,35.1,0.2,0.11,77.48,"No",2543738.917,294998.0877,0,3
"2332",80402400,61.56,38.44,70.58,69.05,84.22,2863.409912,11.43,22.7,1.46999,12.26,19.14,783.72,669.96,235.93,101.33,7.49,42.8,40.45,25.02,3.8,11.63,13.38,0.2,4.1,9.28,53.41,3.69,0.78,24.83,0.2,88.67,80.16,81.39,36,0.8,7.93,8.74,2,6.32,2.04,785,1.724,0.281107277,2.342560768,0.126271675,0.391840567,-0.287005219,8.570552484,1.954052783,1.957539768,3.911592551,3.499114402,1.159845531,4.658959934,1.942255136,0.732467002,2.674722642,0,32.8,0.2,7.12,60.01,"Yes",2553956.68,283391.7481,1,1
"2333",130437000,77.21,22.79,56.59,44.07,68.98,490.1830139,21.46,14.89,2.3548501,12.21,19.09,781.19,667.77,235.74,101.49,7.65,41.53,62.87,39.64,4.16,19.07,13.96,0.61,3.14,10.82,77.37,3.68,1.06,8.66,0.08,89.58,91.29,91.03,54,0.84,7.13,2.56,1,1.93,2.64,272,0.729,0.072076172,0.600634813,0.025727352,0.07808898,-0.058476173,8.74077999,2.10243885,1.79558187,3.89802072,3.82673672,1.016022551,4.842759276,2.159057888,0.700426457,2.859484358,0,1.2,0.16,0.01,88.42,"Yes",2561653.479,290449.0119,1,1
"2334",102466800,89.07,10.93,35.82,42.44,56.46,354.0299988,43.35,1.53,2.1597099,12.49,19.41,798.58,683.01,241.43,99.09,6.33,47.72,44.18,36.49,0.94,6.75,8.98,0.11,1.71,7.26,51.9,0.46,0.66,1.39,0.01,90.41,91.58,90.75,28,0.77,4.66,39.67,26,13.89,1.56,557,0.877,1.387863159,10.91120911,0.650876886,1.73332084,-1.230006577,9.014216495,1.878987127,1.822689503,3.701676519,3.70958846,1.602951406,5.312539627,1.86627913,0.82261579,2.688895734,0,13.2,0.23,0.38,42.56,"Yes",2538352.826,305451.1086,1,5
"2335",97745400,86.26,13.74,49.2,27.19,55.42,433.3670044,73.48,3.59,3.1861999,12.4,19.34,823.13,700.14,259.27,107.05,7.68,46.59,70.6,62.97,1.55,6.09,8.96,0.24,1.47,7.49,78.31,0.22,0.53,3.31,0.02,94.83,92.93,94.15,71,0.76,3.43,12.92,5,7.75,1.2,268,0.5,2.880540609,5.500101089,1.264046411,0.986662651,0.325032393,9.487565331,1.773647056,1.952339733,3.725986295,3.725299524,2.036279019,5.761578543,1.810125455,0.92786424,2.737989695,0,4.3,0.24,0.44,18.36,"No",2523426.297,302021.7852,0,4
"2336",89498700,71.96,28.04,66.83,47.12,74.95,3864.5,59.49,4.62,2.1096101,12.45,19.37,806.63,688.96,251.19,104.43,7.23,48.34,54.54,37.84,2.2,14.49,24.5,0.24,4.24,20.26,75.2,0.4,1.24,2.94,0.03,95.56,95.55,95.56,58,0.81,3.31,13.04,7,6.37,1.43,169,0.473,0.524229944,4.051577091,0.208198697,0.696447117,-0.402427619,8.973788179,1.834116606,1.96635292,3.800469128,3.573907739,1.599410914,5.173318653,1.824690379,0.850666486,2.675356917,0,88.7,0.19,0.59,76.28,"Yes",2535285.039,296508.095,1,1
